constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
!!! --- WARNING --- !!! Oracle probabilites : ENABLED !!! --- WARNING --- !!!
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[0.5, 0.5, 10], [9.0, 1.0, 300], [], 10, 10, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective: [  1  2  3  ]
Optimizer(): evals/step: 1
Optimizer(): numParams: 3 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP DavorTom , CPT Davor , Reset SingleMovingAvg
MABsolver_config: params: types:  Direct  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  0  0  0  0  0  
MABsolver_config: params: weights:  [  0.166000  ]  [  2.500000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  6  7  8  9  
BanditTestBatch: numCases: 4
BanditTestBatch: maxim sum reward: 2149.0
BanditTestBatch: random reward: 1365.5
 Evals       Score          p01       p02       p03       case01    case02    case03    case04 
  4398       85.63     1.590819  0.928276  116.932194        92.89     92.04     75.51     82.09 
  4399       89.05     2.168546  0.893048  109.622205        81.48     92.76    100.00     81.95 
  4400       85.57     1.336098  0.877456  117.763938        92.82     91.89     75.50     82.07 
  4401       90.58     2.350105  0.925958  118.541658        87.43     92.84    100.00     82.07 
  4402       85.23     2.438732  0.971519  125.338101        90.55     92.76     75.50     82.10 
  4403       94.33     1.382387  0.980445  134.859847        94.46     91.75    100.00     91.10 
  4404       94.21     0.539784  0.959882  166.491749        93.68     90.95    100.00     92.21 
  4405       88.27     0.811191  0.926543  167.990029        93.91     91.31     75.49     92.35 
  4406       94.11     0.930790  0.914449  155.626527        94.27     91.38    100.00     90.80 
  4407       85.87     1.059285  0.881715  154.686888        94.28     91.60     75.50     82.10 
  4408       88.13     0.810291  0.897294  143.231848        94.07     91.31     75.51     91.61 
  4409       85.80     1.435486  0.923442  138.001305        93.74     91.89     75.50     82.08 
  4410       88.18     0.662441  0.895297  146.085751        93.78     91.09     75.51     92.34 
  4411       91.89     1.402138  0.914963  150.818743        93.70     91.89     99.99     81.97 
  4412       91.77     1.533497  0.921748  145.965132        92.93     92.04    100.00     82.11 
  4413       88.01     0.900671  0.909400  145.878037        94.25     91.38     75.51     90.88 
  4414       92.83     1.286664  0.945342  133.781923        94.13     91.67     99.99     85.54 
  4415       88.30     0.963162  0.953636  140.850905        93.99     91.38     75.49     92.34 
  4416       92.83     1.202322  0.938319  143.746917        94.04     91.60    100.00     85.68 
  4417       94.17     1.107791  0.946609  126.513120        94.35     91.53     99.99     90.82 
  4418       94.46     0.914448  0.934633  138.132611        94.04     91.38     99.98     92.45 
  4419       86.76     1.379851  0.959068  141.838007        94.17     91.75     75.49     85.64 
  4420       94.28     0.699342  0.940429  121.977561        93.65     91.09    100.00     92.38 
  4421       94.31     0.749384  0.953514  119.689329        93.65     91.16    100.00     92.41 
  4422       88.07     1.001480  0.935074  133.178642        94.25     91.45     75.50     91.06 
  4423       94.21     0.558790  0.910809  137.689302        93.53     91.02    100.00     92.31 
  4424       94.22     0.535715  0.926607  127.611020        93.43     90.95    100.00     92.49 
  4425       88.18     0.658331  0.926716  122.328548        93.64     91.09     75.51     92.48 
  4426       94.33     0.732557  0.942676  123.185366        93.68     91.16    100.00     92.46 
  4427       88.26     0.829525  0.958450  119.406731        93.74     91.24     75.50     92.58 
  4428       94.19     0.996197  0.934384  119.616505        94.25     91.45     99.98     91.09 
  4429       88.16     0.743339  0.935456  112.278859        93.73     91.16     75.50     92.23 
  4430       87.58     1.202681  0.947047  118.074144        94.53     91.60     75.51     88.69 
  4431       91.95     1.183449  0.924358  112.106486        94.15     91.60     99.99     82.07 
  4432       86.82     1.075717  0.918801  123.937737        94.54     91.53     75.50     85.70 
  4433       93.94     1.086272  0.938540  122.405754        94.38     91.53    100.00     89.86 
  4434       94.39     0.972668  0.944265  114.376210        94.07     91.38    100.00     92.09 
  4435       88.31     0.932409  0.942231  115.189326        94.02     91.38     75.50     92.35 
  4436       88.35     0.954508  0.942156  114.097793        94.06     91.38     75.50     92.44 
  4437       94.46     0.930946  0.943588  115.111287        94.01     91.38    100.00     92.44 
  4438       94.44     0.937730  0.942835  114.714519        94.02     91.38     99.99     92.36 
  4439       88.32     0.949879  0.944296  114.758118        94.03     91.38     75.50     92.38 
  4440       94.39     0.974537  0.943528  113.440323        94.08     91.38     99.99     92.09 
  4441       94.45     0.948785  0.941340  114.010289        94.05     91.38     99.98     92.40 
  4442       88.28     0.985702  0.943378  113.944629        94.10     91.45     75.51     92.07 
  4443       88.28     0.982501  0.942599  114.724391        94.10     91.45     75.50     92.04 
  4444       94.38     0.964038  0.942187  112.891826        94.07     91.38     99.98     92.10 
  4445       88.27     0.964038  0.942187  112.891826        94.07     91.38     75.51     92.10 
  4446       91.38     2.849527  0.969884  69.982207        87.54     95.89     99.99     82.11 
  4447       95.36     0.895613  0.987217  90.562388        94.35     94.87     99.99     92.23 
  4448       88.53     2.365142  0.873332  155.413705        79.01     93.05    100.00     82.07 
  4449       86.20     3.548315  0.946690  162.048818        70.73     91.96     99.98     82.12 
  4450       85.26     2.327157  0.927466  88.288570        87.58     95.89     75.49     82.09 
  4451       88.08     0.538291  0.974295  145.330674        93.74     90.95     75.50     92.15 
  4452       85.64     2.073963  0.967464  181.232014        92.47     92.47     75.51     82.10 
  4453       91.14     2.346120  0.958592  178.144840        89.81     92.69     99.99     82.08 
  4454       87.69     4.080808  0.977467  131.291349        77.35     91.31     99.99     82.11 
  4455       90.83     2.391249  0.940406  160.381508        88.42     92.84    100.00     82.08 
  4456       94.19     0.561569  0.996095  178.610114        93.80     90.95     99.98     92.02 
  4457       86.65     1.446544  0.969018  216.471934        94.15     88.62     75.49     88.35 
  4458       91.10     0.947424  0.876980  264.047800        94.01     88.18     99.99     82.23 
  4459       83.43     2.751245  0.829195  199.616659        59.09     92.55    100.00     82.10 
  4460       84.77     1.525484  0.901216  275.490015        92.60     88.91     75.50     82.09 
  4461       79.32     2.658689  0.854599  238.755318        69.09     90.58     75.51     82.10 
  4462       93.43     0.756648  0.903209  250.294758        93.36     87.89     99.98     92.48 
  4463       88.16     2.528272  0.915909  216.683802        80.46     90.07     99.99     82.10 
  4464       84.52     1.758171  0.911631  265.805917        91.49     89.13     75.51     81.97 
  4465       83.84     1.995623  0.893713  252.422667        88.39     89.49     75.51     81.97 
  4466       87.17     0.757701  0.934172  265.263812        93.10     87.82     75.49     92.28 
  4467       82.18     2.151321  0.889835  282.483684        81.43     89.71     75.51     82.09 
  4468       93.05     0.500406  0.999070  252.551790        93.73     87.45    100.00     91.02 
  4469       93.47     1.009620  0.972285  224.867244        93.34     88.11    100.00     92.43 
  4470       88.16     0.942736  0.993783  175.413208        93.67     91.31     75.50     92.16 
  4471       84.24     2.314729  0.951056  201.693068        89.64     89.71     75.51     82.09 
  4472       84.93     2.144943  0.984834  244.870781        92.77     89.35     75.50     82.10 
  4473       84.01     2.355600  0.943750  276.598726        88.67     89.78     75.49     82.12 
  4474       84.54     2.738546  0.991087  250.540280        90.53     90.00     75.51     82.11 
  4475       86.57     1.144115  0.935693  285.548676        93.95     88.33     75.51     88.48 
  4476       85.67     2.555900  0.858517  240.202562        70.38     90.36     99.98     81.97 
  4477       93.38     1.019944  0.994285  266.367992        93.09     88.11     99.98     92.33 
  4478       93.40     0.906774  0.954987  244.731254        93.31     87.96    100.00     92.31 
  4479       93.36     1.404128  0.980348  249.690219        93.92     88.55    100.00     90.96 
  4480       87.17     1.588920  0.989324  289.053734        94.09     88.76     75.50     90.34 
  4481       87.12     0.753759  0.990054  226.450337        93.27     87.75     75.50     91.96 
  4482       87.17     0.727147  0.936250  276.866158        93.03     87.82     75.49     92.34 
  4483       93.33     1.375216  0.977606  263.969195        93.91     88.55     99.99     90.90 
  4484       84.63     2.223965  0.968750  265.955697        91.59     89.49     75.51     81.95 
  4485       93.24     0.666096  0.969675  232.381862        93.28     87.67     99.98     92.03 
  4486       94.53     1.242508  0.989106  195.799296        94.10     91.60    100.00     92.41 
  4487       94.23     1.123485  0.954209  167.285673        94.32     91.53    100.00     91.07 
  4488       88.16     0.606343  0.887162  181.037467        93.70     91.09     75.51     92.34 
  4489       88.12     0.587054  0.963297  196.034460        93.63     91.02     75.51     92.33 
  4490       85.85     1.172747  0.916929  139.656332        94.21     91.60     75.50     82.09 
  4491       88.17     0.876207  0.985124  169.475136        93.65     91.31     75.50     92.23 
  4492       85.89     1.848906  0.984892  129.891294        93.89     92.18     75.50     81.98 
  4493       94.23     0.748260  0.993655  173.318953        93.56     91.09     99.99     92.28 
  4494       94.33     0.703504  0.933634  171.801651        93.68     91.09    100.00     92.53 
  4495       87.71     0.982741  0.913277  158.638084        94.38     91.45     75.51     89.49 
  4496       94.34     0.714307  0.936244  152.033428        93.68     91.16    100.00     92.52 
  4497       88.32     0.932724  0.947055  157.820202        93.99     91.38     75.49     92.41 
  4498       88.08     1.221529  0.961946  164.921471        94.40     91.60     75.51     90.83 
  4499       85.33     1.662556  0.898458  152.835868        91.53     92.18     75.51     82.10 
  4500       88.07     0.540617  0.905659  163.912392        93.50     91.02     75.51     92.27 
  4501       86.74     1.342277  0.952797  124.035997        94.17     91.75     75.51     85.54 
  4502       88.18     0.734014  0.887935  128.435730        93.97     91.16     75.50     92.07 
  4503       85.33     1.529739  0.879324  125.806832        91.63     92.11     75.50     82.08 
  4504       94.21     0.704711  0.961504  173.774914        93.55     91.09    100.00     92.20 
  4505       94.20     0.618539  0.963720  150.473198        93.41     91.02     99.98     92.39 
  4506       94.19     0.557243  0.994370  168.444820        93.80     90.95    100.00     92.01 
  4507       88.30     0.948726  0.953437  152.707221        93.97     91.38     75.51     92.32 
  4508       94.33     0.900448  0.999463  188.584495        93.58     91.31     99.98     92.44 
  4509       94.64     1.475066  0.998772  184.436388        94.32     91.82     99.99     92.43 
  4510       85.40     2.107188  0.956752  174.651731        91.55     92.47     75.50     82.09 
  4511       86.98     1.850915  0.993125  199.790271        94.48     92.18     75.51     85.73 
  4512       87.76     1.477651  0.976510  178.858617        94.10     91.89     75.51     89.52 
  4513       88.39     1.137316  0.973528  186.834096        94.10     91.53     75.51     92.43 
  4514       92.00     2.036966  0.983542  166.866503        93.49     92.40    100.00     82.09 
  4515       88.14     1.402236  0.978284  182.562580        94.53     91.75     75.50     90.80 
  4516       94.26     1.698875  0.996398  171.357253        94.17     92.04    100.00     90.82 
  4517       87.78     1.427440  0.976669  173.773523        94.01     91.75     75.51     89.84 
  4518       94.50     1.244065  0.995922  177.945016        94.04     91.60     99.99     92.36 
  4519       88.25     0.958070  0.997203  169.070019        93.66     91.31     75.49     92.56 
  4520       88.19     0.944568  0.989018  168.847487        93.71     91.31     75.50     92.25 
  4521       93.63     1.436611  0.971521  191.654055        94.09     91.82    100.00     88.62 
